  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  3.85360949E-02  8.60971140E-03 -2.26200132E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  7.32189651E-02  3.09129952E-02 -2.54774892E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.04520776E-01  6.24338730E-02 -2.89612330E-02
  1.32875146E-01  9.97818167E-02 -2.20473646E-02
  1.32875146E-01  9.97818167E-02 -2.20473646E-02
  1.32875146E-01  9.97818167E-02 -2.20473646E-02
  1.32875146E-01  9.97818167E-02 -2.20473646E-02
  1.32875146E-01  9.97818167E-02 -2.20473646E-02
  1.32875146E-01  9.97818167E-02 -2.20473646E-02
  1.32875146E-01  9.97818167E-02 -2.20473646E-02
